乞闭 碍荐老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1939,0828,措备,1.2
1939,0904,措备,5.6
1939,0906,措备,2.2
1939,0908,措备,43.7
1939,0909,措备,38.1
1939,0915,措备,5.8
1939,0916,措备,34.1
1939,0917,措备,4.9
1939,0921,措备,0.1
1939,0928,措备,21.6
1939,0930,措备,0.2
1939,1005,措备,2.6
1939,1015,措备,0.6
1939,1019,措备,2.8
1939,1024,措备,0.3
1939,1025,措备,2.3
1939,1030,措备,1
1939,1103,措备,4.4
1939,1104,措备,17.2
1939,1109,措备,13.5
1939,1115,措备,0.1
1939,1121,措备,3.7
1939,1122,措备,32.8
1939,1123,措备,1.9
1939,1125,措备,0.2
1939,1127,措备,0.4
1939,1128,措备,1
1939,1129,措备,1
1939,1201,措备,0.2
1940,0108,措备,0.3
1940,0112,措备,2
1940,0113,措备,5.8
1940,0212,措备,0.4
1940,0213,措备,29.2
1940,0214,措备,0.7
1940,0313,措备,4.4
1940,0314,措备,1.4
1940,0330,措备,2.5
1940,0402,措备,4.6
1940,0403,措备,18.2
1940,0405,措备,0.1
1940,0413,措备,0.3
1940,0420,措备,11.2
1940,0421,措备,0.4
1940,0426,措备,39.2
1940,0427,措备,9.6
1940,0503,措备,11
1940,0512,措备,2.5
1940,0515,措备,4.1
1940,0516,措备,0.8
1940,0530,措备,0.1
1940,0601,措备,28.3
1940,0604,措备,2.7
1940,0605,措备,0.4
1940,0607,措备,0.1
1940,0616,措备,5.2
1940,0617,措备,0.2
1940,0619,措备,0.1
1940,0624,措备,19
1940,0625,措备,84.1
1940,0629,措备,1
1940,0630,措备,35.1
1940,0703,措备,0.2
1940,0706,措备,0.3
1940,0707,措备,27.9
1940,0708,措备,34.5
1940,0709,措备,9.8
1940,0710,措备,33.5
1940,0711,措备,0.1
1940,0713,措备,2.9
1940,0714,措备,1.3
1940,0717,措备,18.8
1940,0718,措备,30.2
1940,0719,措备,12
1940,0722,措备,1
1940,0723,措备,35.2
1940,0724,措备,4.6
1940,0725,措备,0.2
1940,0726,措备,22.3
1940,0803,措备,0.7
1940,0804,措备,1.7
1940,0806,措备,0.2
1940,0807,措备,7.6
1940,0808,措备,0.1
1940,0809,措备,13.5
1940,0810,措备,42
1940,0811,措备,0.2
1940,0817,措备,6.2
1940,0818,措备,0.2
1940,0825,措备,1.7
1940,0829,措备,0.2
1940,0830,措备,27.6
1940,0831,措备,4
1940,0901,措备,4.5
1940,0902,措备,72.7
1940,0903,措备,26.8
1940,0905,措备,13.1
1940,0906,措备,27.9
1940,0926,措备,6.3
1940,1001,措备,0.9
1940,1002,措备,60
1940,1003,措备,0.4
1940,1013,措备,5.1
1940,1014,措备,0.6
1940,1024,措备,5.7
1940,1029,措备,0.2
1940,1106,措备,6.5
1940,1113,措备,2.1
1940,1124,措备,5.7
1940,1129,措备,0.4
1940,1201,措备,1.5
1940,1222,措备,6.5
1940,1223,措备,3.9
1940,1227,措备,0.3
1941,0102,措备,0.6
1941,0111,措备,0.7
1941,0115,措备,0.4
1941,0122,措备,7.1
1941,0209,措备,0.6
1941,0210,措备,3.2
1941,0212,措备,0.2
1941,0217,措备,4.4
1941,0227,措备,8.4
1941,0306,措备,4.1
1941,0307,措备,1.9
1941,0311,措备,18.1
1941,0321,措备,0.1
1941,0323,措备,3.4
1941,0327,措备,0.1
1941,0329,措备,0.1
1941,0404,措备,7.9
1941,0405,措备,3.4
1941,0409,措备,22.8
1941,0410,措备,1.6
1941,0413,措备,0.9
1941,0421,措备,0.5
1941,0428,措备,6.2
1941,0502,措备,17.1
1941,0503,措备,20.1
1941,0509,措备,16.2
1941,0510,措备,0.1
1941,0517,措备,2.4
1941,0522,措备,26.9
1941,0524,措备,2.1
1941,0526,措备,11.1
1941,0529,措备,5.6
1941,0606,措备,16.9
1941,0607,措备,15.8
1941,0608,措备,10.6
1941,0611,措备,30
1941,0612,措备,7.1
1941,0618,措备,11.2
1941,0620,措备,3
1941,0621,措备,2.9
1941,0625,措备,0.2
1941,0626,措备,1.8
1941,0628,措备,0.3
1941,0629,措备,22
1941,0630,措备,68.2
1941,0701,措备,27.4
1941,0702,措备,0.9
1941,0703,措备,0.9
1941,0706,措备,154.8
1941,0707,措备,8.1
1941,0708,措备,19.4
1941,0709,措备,13
1941,0710,措备,0.1
1941,0711,措备,0.6
1941,0723,措备,2.7
1941,0726,措备,0.1
1941,0727,措备,2.5
1941,0729,措备,1.5
1941,0804,措备,0.4
1941,0808,措备,0.2
1941,0809,措备,47.1
1941,0810,措备,52.4
1941,0811,措备,0.1
1941,0819,措备,0.9
1941,0820,措备,0.4
1941,0821,措备,38.7
1941,0822,措备,58.1
1941,0823,措备,18.1
1941,0825,措备,0.1
1941,0829,措备,0.1
1941,0830,措备,7.3
1941,0831,措备,5.8
1941,0903,措备,0.7
1941,0904,措备,11.5
1941,0909,措备,1.7
1941,0910,措备,39.2
1941,0924,措备,35
1941,0928,措备,44.5
1941,0929,措备,0.5
1941,1001,措备,10.6
1941,1012,措备,29.8
1941,1018,措备,0.8
1941,1025,措备,0.3
1941,1112,措备,1.2
1941,1113,措备,14.7
1941,1118,措备,15.1
1941,1119,措备,0.4
1941,1120,措备,2.4
1941,1121,措备,7.7
1941,1127,措备,3.1
1941,1208,措备,0.4
1941,1209,措备,11.2
1941,1225,措备,2
1941,1226,措备,0.1
1941,1227,措备,2.7
1941,1228,措备,0.1
1942,0107,措备,1
1942,0109,措备,0.7
1942,0128,措备,0.6
1942,0129,措备,0.6
1942,0131,措备,3.1
1942,0201,措备,19
1942,0203,措备,0.9
1942,0224,措备,15.7
1942,0302,措备,0.6
1942,0305,措备,6.9
1942,0312,措备,0.6
1942,0313,措备,13.7
1942,0314,措备,38.2
1942,0315,措备,0.8
1942,0323,措备,12.2
1942,0324,措备,0.6
1942,0328,措备,0.1
1942,0329,措备,15.6
1942,0405,措备,6.4
1942,0412,措备,1.9
1942,0419,措备,10.8
1942,0420,措备,18.2
1942,0427,措备,21.4
1942,0506,措备,4.3
1942,0507,措备,12
1942,0511,措备,1.8
1942,0512,措备,1.2
1942,0513,措备,0.1
1942,0516,措备,11.6
1942,0517,措备,0.5
1942,0518,措备,25.7
1942,0519,措备,0.3
1942,0520,措备,1.1
1942,0524,措备,1.2
1942,0525,措备,0.8
1942,0526,措备,0.1
1942,0603,措备,0.3
1942,0613,措备,11.6
1942,0614,措备,56
1942,0618,措备,20.2
1942,0619,措备,1.4
1942,0627,措备,0.4
1942,0705,措备,1.6
1942,0706,措备,42
1942,0707,措备,3
1942,0719,措备,15
1942,0726,措备,0.3
1942,0803,措备,1.2
1942,0805,措备,3.2
1942,0806,措备,19
1942,0807,措备,28.3
1942,0808,措备,25.8
1942,0809,措备,31.9
1942,0810,措备,5.8
1942,0814,措备,25.5
1942,0815,措备,2.4
1942,0816,措备,0.1
1942,0818,措备,0.9
1942,0821,措备,3.6
1942,0827,措备,22.5
1942,0828,措备,0.3
1942,0830,措备,5.6
1942,0902,措备,1.2
1942,0903,措备,0.6
1942,0906,措备,0.1
1942,0907,措备,1.2
1942,0910,措备,1.5
1942,0911,措备,98.6
1942,0912,措备,48.3
1942,0913,措备,92.1
1942,0914,措备,21.7
1942,0917,措备,1.8
1942,0918,措备,10.8
1942,0919,措备,0.8
1942,0920,措备,0.3
1942,0921,措备,0.8
1942,0922,措备,21
1942,0929,措备,32
1942,1006,措备,0.5
1942,1008,措备,1.5
1942,1009,措备,1.1
1942,1013,措备,0.1
1942,1016,措备,0.6
1942,1101,措备,0.5
1942,1114,措备,1.2
1942,1120,措备,0.1
1942,1221,措备,0.4
1942,1225,措备,0.8
1943,0108,措备,0.2
1943,0202,措备,1.1
1943,0203,措备,3.3
1943,0204,措备,0.1
1943,0206,措备,2.7
1943,0217,措备,0.8
1943,0301,措备,8.7
1943,0318,措备,0.1
1943,0319,措备,5.1
1943,0320,措备,1.9
1943,0324,措备,0.8
1943,0327,措备,15.7
1943,0328,措备,2.3
1943,0403,措备,4.2
1943,0407,措备,8.2
1943,0408,措备,1.1
1943,0411,措备,5
1943,0418,措备,2.4
1943,0503,措备,5.4
1943,0512,措备,1.4
1943,0513,措备,0.3
1943,0515,措备,11.7
1943,0516,措备,3.2
1943,0523,措备,8.3
1943,0524,措备,1.4
1943,0527,措备,8.9
1943,0528,措备,12.7
1943,0602,措备,6.4
1943,0603,措备,11.1
1943,0613,措备,45.4
1943,0614,措备,1.5
1943,0616,措备,0.2
1943,0617,措备,0.2
1943,0618,措备,15.5
1943,0620,措备,17.8
1943,0627,措备,0.8
1943,0629,措备,0.4
1943,0703,措备,0.1
1943,0705,措备,0.1
1943,0706,措备,1.9
1943,0707,措备,5.3
1943,0712,措备,0.3
1943,0713,措备,8.3
1943,0714,措备,82
1943,0715,措备,103.2
1943,0716,措备,5.4
1943,0723,措备,0.1
1943,0724,措备,8.3
1943,0725,措备,7.1
1943,0726,措备,2.6
1943,0727,措备,25.4
1943,0801,措备,0.6
1943,0813,措备,1.8
1943,0814,措备,0.3
1943,0817,措备,11.2
1943,0821,措备,0.8
1943,0822,措备,0.2
1943,0826,措备,36
1943,0827,措备,28.9
1943,0828,措备,5.7
1943,0829,措备,16.3
1943,0830,措备,1.2
1943,0902,措备,0.6
1943,0903,措备,14.7
1943,0904,措备,0.2
1943,0906,措备,3.3
1943,0907,措备,1.5
1943,0908,措备,8.6
1943,0909,措备,23.1
1943,0911,措备,9.2
1943,0917,措备,1.8
1943,0918,措备,20.5
1943,0919,措备,5.4
1943,0924,措备,0.2
1943,0926,措备,4.6
1943,0927,措备,16.1
1943,1015,措备,5.6
1943,1016,措备,15.8
1943,1025,措备,1.3
1943,1028,措备,3.8
1943,1106,措备,0.2
1943,1109,措备,2.7
1943,1115,措备,23.2
1943,1120,措备,1.2
1943,1207,措备,0.8
1943,1230,措备,2
1944,0105,措备,0.6
1944,0106,措备,0.4
1944,0109,措备,0.1
1944,0202,措备,4.2
1944,0203,措备,0.1
1944,0204,措备,1
1944,0205,措备,0.4
1944,0212,措备,2
1944,0220,措备,0.1
1944,0224,措备,0.6
1944,0305,措备,1.9
1944,0319,措备,1.8
1944,0328,措备,7
1944,0329,措备,5.6
1944,0331,措备,0.1
1944,0401,措备,11.7
1944,0402,措备,2.6
1944,0406,措备,0.1
1944,0407,措备,45.1
1944,0408,措备,0.1
1944,0418,措备,10.6
1944,0419,措备,4.8
1944,0424,措备,2.4
1944,0425,措备,2.7
1944,0427,措备,1.1
1944,0505,措备,4.2
1944,0509,措备,1.8
1944,0510,措备,11.5
1944,0511,措备,9.7
1944,0516,措备,2.8
1944,0517,措备,5.6
1944,0520,措备,1.1
1944,0522,措备,2.6
1944,0525,措备,7.2
1944,0526,措备,5.5
1944,0603,措备,3.9
1944,0604,措备,2.7
1944,0605,措备,1
1944,0607,措备,3.3
1944,0613,措备,11.3
1944,0616,措备,1.8
1944,0618,措备,11.3
1944,0625,措备,1.4
1944,0629,措备,0.4
1944,0630,措备,14.7
1944,0703,措备,15.8
1944,0704,措备,20.2
1944,0705,措备,1.2
1944,0713,措备,2
1944,0714,措备,1.3
1944,0718,措备,1.9
1944,0719,措备,0.6
1944,0720,措备,33.4
1944,0727,措备,6
1944,0802,措备,0.4
1944,0803,措备,11.5
1944,0809,措备,25.6
1944,0810,措备,4.4
1944,0811,措备,22.1
1944,0819,措备,6
1944,0823,措备,0.9
1944,0824,措备,0.9
1944,0903,措备,6.2
1944,0905,措备,12.4
1944,0906,措备,59.3
1944,0911,措备,43.9
1944,0912,措备,0.3
1944,0914,措备,0.3
1944,0916,措备,2.4
1944,0917,措备,22.6
1944,0918,措备,0.1
1944,0925,措备,26.2
1944,0930,措备,0.8
1944,1007,措备,0.3
1944,1016,措备,3
1944,1017,措备,0.1
1944,1020,措备,1.3
1944,1026,措备,11.2
1944,1027,措备,4.3
1944,1102,措备,0.4
1944,1103,措备,4.9
1944,1104,措备,0.9
1944,1108,措备,9.2
1944,1114,措备,0.2
1944,1121,措备,0.3
1944,1124,措备,2.3
1944,1125,措备,19.8
1944,1127,措备,14.4
1944,1128,措备,1.3
1944,1129,措备,1.1
1944,1130,措备,0.7
1944,1201,措备,5.8
1944,1203,措备,0.3
1944,1212,措备,1.7
1944,1219,措备,0.1
1944,1221,措备,0.1
1945,0101,措备,0.1
1945,0111,措备,2.8
1945,0120,措备,0.2
1945,0225,措备,4.3
1945,0301,措备,13.7
1945,0302,措备,18.5
1945,0304,措备,0.5
1945,0305,措备,6.2
1945,0309,措备,0.3
1945,0313,措备,20.5
1945,0314,措备,13.9
1945,0315,措备,3.1
1945,0321,措备,11.1
1945,0322,措备,6.2
1945,0403,措备,22
1945,0410,措备,15.1
1945,0418,措备,11.3
1945,0419,措备,1.2
1945,0430,措备,0.4
1945,0508,措备,5.5
1945,0510,措备,2.3
1945,0511,措备,0.1
1945,0512,措备,0.5
1945,0515,措备,23.6
1945,0516,措备,0.1
1945,0519,措备,7.4
1945,0521,措备,0.6
1945,0522,措备,6.5
1945,0602,措备,7.4
1945,0606,措备,52.4
1945,0607,措备,21
1945,0611,措备,3
1945,0612,措备,44.5
1945,0622,措备,3
1945,0623,措备,17
1945,0624,措备,3.3
1945,0626,措备,0.5
1945,0629,措备,41.3
1945,0630,措备,8.1
1945,0701,措备,31.9
1945,0710,措备,4
1945,0711,措备,3.4
1945,0712,措备,0.1
1945,0714,措备,0.7
1945,0716,措备,33.7
1945,0717,措备,30.1
1945,0719,措备,0.3
1945,0720,措备,47.9
1945,0721,措备,38
1945,0725,措备,12.3
1945,0726,措备,1.6
1945,0727,措备,4.8
1945,0730,措备,14.4
1945,0731,措备,84.2
1945,0801,措备,23
1945,0802,措备,5.4
1945,0803,措备,25
1945,0805,措备,0.8
1945,0808,措备,0.2
1945,0830,措备,3.6
1945,0831,措备,11.7
1945,0901,措备,4.8
1945,0902,措备,4.4
1945,0903,措备,2.8
1945,0904,措备,6.1
1945,0905,措备,2
1945,0907,措备,8.1
1945,0908,措备,0.7
1945,0911,措备,0.4
1945,0912,措备,56.2
1945,0913,措备,99.1
1945,0914,措备,2
1945,0916,措备,3.4
1945,0917,措备,13
1945,0918,措备,0.3
1945,0921,措备,2.6
1945,0922,措备,2.5
1945,0927,措备,37.3
1945,1001,措备,15.2
1945,1002,措备,160.8
1945,1003,措备,2.7
1945,1010,措备,8.8
1945,1011,措备,5.2
1945,1018,措备,16.8
1945,1019,措备,0.1
1945,1115,措备,0.4
1945,1121,措备,2
1945,1216,措备,14.2
1945,1217,措备,0.2
1945,1227,措备,0.9
1945,1230,措备,1.1
1946,0127,措备,2.2
1946,0224,措备,4
1946,0302,措备,0.6
1946,0303,措备,1.2
1946,0305,措备,1.8
1946,0306,措备,4.6
1946,0316,措备,3.2
1946,0317,措备,0.1
1946,0318,措备,23.9
1946,0319,措备,2.8
1946,0322,措备,3.9
1946,0323,措备,18.3
1946,0327,措备,2.1
1946,0328,措备,13.8
1946,0403,措备,21.2
1946,0405,措备,4.3
1946,0406,措备,2
1946,0410,措备,4.5
1946,0417,措备,0.4
1946,0423,措备,4
1946,0424,措备,8.9
1946,0430,措备,5
1946,0501,措备,1.3
1946,0507,措备,13.7
1946,0508,措备,0.5
1946,0512,措备,17.6
1946,0513,措备,0.1
1946,0514,措备,0.1
1946,0518,措备,3.3
1946,0524,措备,3.7
1946,0525,措备,16.4
1946,0526,措备,0.2
1946,0601,措备,0.2
1946,0603,措备,1.2
1946,0604,措备,1.1
1946,0608,措备,23.2
1946,0609,措备,17
1946,0610,措备,30.8
1946,0615,措备,1.7
1946,0616,措备,1.8
1946,0617,措备,7.2
1946,0620,措备,26.5
1946,0624,措备,1.8
1946,0625,措备,99.5
1946,0626,措备,135.8
1946,0627,措备,21.5
1946,0628,措备,35.3
1946,0629,措备,11.8
1946,0705,措备,2.4
1946,0709,措备,0.4
1946,0710,措备,13.8
1946,0717,措备,1
1946,0718,措备,0.3
1946,0721,措备,3.6
1946,0730,措备,6.4
1946,0731,措备,4.2
1946,0804,措备,0.4
1946,0805,措备,1.8
1946,0806,措备,0.5
1946,0808,措备,3.3
1946,0810,措备,0.4
1946,0811,措备,0.4
1946,0812,措备,0.4
1946,0813,措备,0.1
1946,0820,措备,10.7
1946,0821,措备,5.8
1946,0824,措备,4.4
1946,0826,措备,17.5
1946,0827,措备,5.9
1946,0830,措备,30
1946,0903,措备,40.9
1946,0909,措备,5.9
1946,0910,措备,0.5
1946,0912,措备,29.1
1946,0913,措备,22.1
1946,0914,措备,1.2
1946,0917,措备,14.5
1946,0926,措备,23.6
1946,0927,措备,75
1946,1002,措备,0.6
1946,1003,措备,5.6
1946,1011,措备,18.7
1946,1014,措备,0.8
1946,1015,措备,5.3
1946,1031,措备,0.4
1946,1126,措备,7.8
1946,1127,措备,6.5
1946,1202,措备,2
1946,1205,措备,1.2
1946,1208,措备,0.2
1946,1221,措备,1.3
1946,1224,措备,0.6
1946,1226,措备,6.5
1946,1231,措备,0.4
1947,0104,措备,1.2
1947,0105,措备,11.4
1947,0110,措备,20.6
1947,0111,措备,4.4
1947,0116,措备,0.1
1947,0117,措备,17.8
1947,0123,措备,0.9
1947,0124,措备,0.2
1947,0201,措备,0.4
1947,0305,措备,0.1
1947,0319,措备,0.1
1947,0320,措备,14.3
1947,0324,措备,10.2
1947,0325,措备,0.3
1947,0330,措备,2.6
1947,0401,措备,10.1
1947,0407,措备,0.6
1947,0408,措备,11.8
1947,0420,措备,0.4
1947,0421,措备,1.2
1947,0427,措备,2.4
1947,0428,措备,0.8
1947,0502,措备,11.4
1947,0503,措备,0.9
1947,0507,措备,7.9
1947,0510,措备,4.6
1947,0511,措备,5.2
1947,0517,措备,21
1947,0518,措备,5.8
1947,0525,措备,0.7
1947,0526,措备,0.2
1947,0530,措备,1.8
1947,0605,措备,3.4
1947,0606,措备,0.1
1947,0609,措备,0.1
1947,0610,措备,9.5
1947,0611,措备,1.3
1947,0612,措备,0.1
1947,0615,措备,0.7
1947,0622,措备,8
1947,0623,措备,27.3
1947,0624,措备,0.2
1947,0627,措备,28.7
1947,0628,措备,18.4
1947,0704,措备,3.2
1947,0705,措备,0.6
1947,0706,措备,15.4
1947,0707,措备,0.1
1947,0708,措备,1.3
1947,0711,措备,2.4
1947,0713,措备,5.1
1947,0714,措备,5.4
1947,0715,措备,36.3
1947,0716,措备,0.1
1947,0717,措备,10.7
1947,0718,措备,40.8
1947,0719,措备,0.4
1947,0720,措备,0.2
1947,0721,措备,0.2
1947,0722,措备,1.3
1947,0723,措备,3.8
1947,0724,措备,0.4
1947,0727,措备,8.3
1947,0728,措备,67.3
1947,0729,措备,37.6
1947,0730,措备,6.3
1947,0731,措备,0.1
1947,0801,措备,1
1947,0802,措备,0.8
1947,0803,措备,2.9
1947,0805,措备,8.4
1947,0806,措备,1.6
1947,0807,措备,7.5
1947,0808,措备,13.9
1947,0810,措备,4.6
1947,0816,措备,2.2
1947,0817,措备,1
1947,0818,措备,1.2
1947,0824,措备,10.5
1947,0828,措备,7
1947,0829,措备,0.2
1947,0901,措备,2
1947,0902,措备,0.4
1947,0904,措备,3.1
1947,0905,措备,2.8
1947,0906,措备,9.3
1947,0907,措备,42.1
1947,0908,措备,97.3
1947,0909,措备,0.4
1947,0911,措备,46.2
1947,0912,措备,0.7
1947,0928,措备,6
1947,1008,措备,0.1
1947,1009,措备,29
1947,1019,措备,0.5
1947,1023,措备,0.2
1947,1125,措备,1
1947,1128,措备,14.1
1947,1129,措备,0.2
1947,1201,措备,0.8
1947,1207,措备,11
1947,1208,措备,2.8
1947,1209,措备,3.4
1947,1227,措备,4.5
1947,1231,措备,0.2
1948,0105,措备,2.7
1948,0109,措备,3.4
1948,0114,措备,0.1
1948,0123,措备,16.6
1948,0124,措备,5.8
1948,0125,措备,0.1
1948,0201,措备,4.8
1948,0213,措备,4.3
1948,0214,措备,1.2
1948,0306,措备,5
1948,0310,措备,24
1948,0312,措备,0.3
1948,0313,措备,23.3
1948,0314,措备,1.9
1948,0319,措备,5.7
1948,0320,措备,1.5
1948,0321,措备,5.7
1948,0401,措备,10
1948,0402,措备,12.2
1948,0403,措备,2.1
1948,0409,措备,3.4
1948,0410,措备,0.3
1948,0414,措备,4
1948,0415,措备,10.2
1948,0420,措备,0.3
1948,0426,措备,9.1
1948,0430,措备,0.6
1948,0502,措备,61.9
1948,0503,措备,2.4
1948,0508,措备,20.1
1948,0510,措备,8.8
1948,0531,措备,0.2
1948,0601,措备,3.2
1948,0602,措备,9.4
1948,0603,措备,0.4
1948,0604,措备,0.2
1948,0609,措备,0.1
1948,0610,措备,11.4
1948,0611,措备,12.2
1948,0612,措备,13.1
1948,0613,措备,50.6
1948,0614,措备,3.8
1948,0616,措备,11.5
1948,0625,措备,0.9
1948,0626,措备,6.9
1948,0627,措备,0.3
1948,0628,措备,1.7
1948,0630,措备,2.2
1948,0701,措备,25.2
1948,0704,措备,51.9
1948,0705,措备,0.4
1948,0706,措备,19.7
1948,0707,措备,46.3
1948,0709,措备,1.7
1948,0710,措备,5.6
1948,0713,措备,7.5
1948,0715,措备,14.8
1948,0716,措备,22.7
1948,0717,措备,0.2
1948,0718,措备,11.7
1948,0720,措备,0.5
1948,0721,措备,4.1
1948,0723,措备,15.3
1948,0725,措备,0.8
1948,0728,措备,16.5
1948,0729,措备,123.2
1948,0730,措备,203.2
1948,0731,措备,12.4
1948,0801,措备,0.9
1948,0802,措备,3.6
1948,0803,措备,4.4
1948,0804,措备,0.8
1948,0805,措备,1
1948,0806,措备,18.5
1948,0807,措备,2.6
1948,0808,措备,0.2
1948,0810,措备,45.9
1948,0817,措备,1.3
1948,0822,措备,0.4
1948,0827,措备,71.9
1948,0828,措备,8.7
1948,0902,措备,0.1
1948,0903,措备,7.1
1948,0905,措备,11.2
1948,0906,措备,0.4
1948,0907,措备,34.3
1948,0908,措备,111.3
1948,0912,措备,0.1
1948,0919,措备,10.8
1948,0920,措备,34.8
1948,0922,措备,13.7
1948,0923,措备,0.4
1948,0926,措备,36.1
1948,1003,措备,7.6
1948,1004,措备,1.3
1948,1024,措备,0.1
1948,1025,措备,4.9
1948,1115,措备,0.9
1948,1123,措备,0.5
1948,1124,措备,6.2
1948,1202,措备,0.2
1948,1220,措备,5.3
1948,1221,措备,3.6
1948,1224,措备,0.4
1948,1225,措备,9.3
1948,1226,措备,6.5
1948,1227,措备,6.1
1948,1231,措备,21.2
1949,0101,措备,0.9
1949,0114,措备,0.4
1949,0118,措备,0.9
1949,0129,措备,6.2
1949,0211,措备,4.2
1949,0212,措备,1.6
1949,0214,措备,0.2
1949,0220,措备,0.9
1949,0224,措备,21.3
1949,0225,措备,11.5
1949,0304,措备,0.5
1949,0305,措备,1.4
1949,0308,措备,1
1949,0310,措备,18.3
1949,0313,措备,15.6
1949,0317,措备,1.3
1949,0403,措备,20.5
1949,0410,措备,9.9
1949,0411,措备,1.9
1949,0418,措备,8.8
1949,0421,措备,1.1
1949,0426,措备,8.7
1949,0427,措备,0.1
1949,0430,措备,1.7
1949,0501,措备,1.9
1949,0505,措备,8.9
1949,0512,措备,23.8
1949,0517,措备,3.6
1949,0519,措备,1.8
1949,0522,措备,1.1
1949,0605,措备,0.6
1949,0606,措备,11.5
1949,0607,措备,27
1949,0608,措备,0.6
1949,0610,措备,27.8
1949,0615,措备,2.9
1949,0621,措备,81.8
1949,0622,措备,1.6
1949,0629,措备,21.7
1949,0630,措备,4.9
1949,0705,措备,36.6
1949,0709,措备,2.7
1949,0710,措备,15.5
1949,0713,措备,19.2
1949,0714,措备,34.1
1949,0715,措备,0.2
1949,0718,措备,0.6
1949,0719,措备,0.2
1949,0727,措备,10.4
1949,0728,措备,15.6
1949,0729,措备,0.2
1949,0730,措备,0.3
1949,0803,措备,9.4
1949,0813,措备,1.7
1949,0816,措备,3.8
1949,0817,措备,13.5
1949,0818,措备,9.9
1949,0819,措备,0.5
1949,0820,措备,9
1949,0823,措备,10.7
1949,0826,措备,29.7
1949,0827,措备,0.8
1949,0829,措备,12.8
1949,0830,措备,5.9
1949,0909,措备,4.5
1949,0910,措备,7.5
1949,0911,措备,0.1
1949,0912,措备,7.3
1949,0913,措备,1.2
1949,0917,措备,31.5
1949,0918,措备,70.8
